ticker_id,provider,date,net_flow_internal,net_flow_mstar,net_flow_bbg,net_flow_rel_diff_mstar,net_flow_rel_diff_bbg,num_flags_mstar,num_flags_bbg
XLF,BlackRock,2024-02-22,35928743.7,41100502.19,39036780.88,0.1439,0.0865,1,0
XLF,BlackRock,2024-02-23,79198633.95,79346074.1,83016123.24,0.0019,0.0482,1,1
XLF,BlackRock,2024-02-24,1777075.38,2413563.51,2062691.71,0.3582,0.1607,1,1
XLF,BlackRock,2024-02-25,68491362.97,64386215.71,70656164.37,0.0599,0.0316,1,0
XLF,BlackRock,2024-02-26,126413805.59,126373361.36,128688304.25,0.0003,0.018,1,1
XLF,BlackRock,2024-02-27,17627581.51,17060081.35,16122921.02,0.0322,0.0854,0,1
XLF,BlackRock,2024-02-28,113514736.58,113742413.82,122473375.3,0.002,0.0789,1,0
XLF,BlackRock,2024-03-02,48412565.44,49663537.26,55071330.88,0.0258,0.1375,0,2
XLF,BlackRock,2024-03-04,-19530254.81,-19537412.95,-19545832.85,-0.0004,-0.0008,1,2
XLF,BlackRock,2024-03-05,-105010993.52,-103874278.83,-99726684.72,-0.0108,-0.0503,1,1
XLF,BlackRock,2024-03-06,-4815907.0,-2870067.37,-2104191.84,-0.404,-0.5631,1,2
XLF,BlackRock,2024-03-08,51540961.03,51742693.62,61494049.18,0.0039,0.1931,0,1
XLF,BlackRock,2024-03-10,11486555.59,10341959.02,12873079.69,0.0996,0.1207,0,1
XLF,BlackRock,2024-03-11,6068086.05,6627242.08,5391669.11,0.0921,0.1115,0,1
XLF,BlackRock,2024-03-13,18290971.85,20287356.65,19137725.78,0.1091,0.0463,1,0
XLF,BlackRock,2024-03-14,74109005.69,75534873.75,70405212.49,0.0192,0.05,0,1
XLF,BlackRock,2024-03-16,-77153756.04,-75814095.91,-77675261.87,-0.0174,-0.0068,1,1
XLF,BlackRock,2024-03-18,15295970.5,16466218.9,11369666.9,0.0765,0.2567,0,2
XLF,BlackRock,2024-03-20,20304522.99,23596967.9,19687915.53,0.1622,0.0304,1,0
XLF,BlackRock,2024-03-21,-103348658.78,-103237506.51,-104878660.5,-0.0011,-0.0148,1,1
XLF,BlackRock,2024-03-22,12267583.25,13360148.65,6496224.01,0.0891,0.4705,0,2
XLF,BlackRock,2024-03-23,23344168.99,27669690.63,28404143.14,0.1853,0.2168,2,3
XLF,BlackRock,2024-03-24,6406005.58,11500911.52,9988405.75,0.7953,0.5592,1,1
XLF,BlackRock,2024-03-26,4162851.86,5445931.33,8781835.59,0.3082,1.1096,1,1
XLF,BlackRock,2024-03-31,23501447.9,19473626.09,21828460.76,0.1714,0.0712,1,0
XLF,BlackRock,2024-04-02,-53881005.16,-50868578.01,-48937338.22,-0.0559,-0.0918,0,1
XLF,BlackRock,2024-04-03,-19809258.51,-17260025.69,-15676707.21,-0.1287,-0.2086,1,2
XLF,BlackRock,2024-04-06,11924000.01,13999963.51,10484881.44,0.1741,0.1207,1,1
XLF,BlackRock,2024-04-07,69476458.42,67922792.72,70217752.12,0.0224,0.0107,1,1
XLF,BlackRock,2024-04-08,-100293560.76,-92864861.22,-102273847.12,-0.0741,-0.0197,1,0
XLF,BlackRock,2024-04-09,63235826.7,58748669.98,64515668.32,0.071,0.0202,1,1
XLF,BlackRock,2024-04-10,-14317066.18,-14510640.03,-14146148.02,-0.0135,-0.0119,1,0
XLF,BlackRock,2024-04-11,-62829892.7,-59666489.2,-57775777.37,-0.0503,-0.0804,1,1
XLF,BlackRock,2024-04-14,-59551642.54,-52343906.39,-62677947.37,-0.121,-0.0525,1,0
XLF,BlackRock,2024-04-15,23167912.11,23703985.75,29071422.99,0.0231,0.2548,0,1
XLF,BlackRock,2024-04-16,-3629703.53,6896119.18,-3367472.92,-2.8999,-0.0722,1,2
XLF,BlackRock,2024-04-17,-62319235.84,-62294598.33,-67884951.72,-0.0004,-0.0893,1,2
XLF,BlackRock,2024-04-19,28166308.08,29425754.27,20482305.02,0.0447,0.2728,1,2
XLF,BlackRock,2024-04-20,9673803.45,8502944.76,11576755.49,0.121,0.1967,1,1
XLF,BlackRock,2024-04-23,-31129553.58,-31631806.03,-31798454.21,-0.0161,-0.0215,0,1
XLF,BlackRock,2024-04-26,13216084.34,16396328.69,15451483.25,0.2406,0.1691,1,1
XLF,BlackRock,2024-04-27,93867586.55,91626799.58,100142403.62,0.0239,0.0668,1,0
XLF,BlackRock,2024-04-28,-74773910.91,-73111024.06,-71039115.65,-0.0222,-0.0499,0,1
XLF,BlackRock,2024-04-30,5848019.01,-190800.99,6306533.21,1.0326,0.0784,2,0
XLF,BlackRock,2024-05-01,43436609.46,43249468.97,40925894.6,0.0043,0.0578,0,1
XLF,BlackRock,2024-05-04,76758002.04,78777105.69,74515433.67,0.0263,0.0292,1,1
XLF,BlackRock,2024-05-05,47616209.24,49967798.56,43635559.09,0.0494,0.0836,0,1
XLF,BlackRock,2024-05-06,-133198893.78,-134432196.46,-127986325.93,-0.0093,-0.0391,1,1
XLF,BlackRock,2024-05-07,71854551.71,73359929.73,72343251.05,0.021,0.0068,1,1
XLF,BlackRock,2024-05-08,-28071488.26,-26662054.84,-36631397.99,-0.0502,-0.3049,0,1
XLF,BlackRock,2024-05-09,73204744.17,76988447.11,73550193.37,0.0517,0.0047,0,1
XLF,BlackRock,2024-05-10,47316911.76,49204471.14,55009406.64,0.0399,0.1626,0,1
XLF,BlackRock,2024-05-12,-1845522.76,-3889834.75,-1247023.52,-1.1077,-0.3243,2,2
XLF,BlackRock,2024-05-22,-27109597.82,-26816681.56,-24499112.35,-0.0108,-0.0963,0,1
XLF,BlackRock,2024-05-23,80784725.36,77421547.24,81249139.25,0.0416,0.0057,1,0
XLF,BlackRock,2024-05-24,-11557003.4,-8608148.23,-11315631.06,-0.2552,-0.0209,2,2
XLF,BlackRock,2024-05-26,-19883465.55,-15929148.98,-18441219.51,-0.1989,-0.0725,1,0
XLF,BlackRock,2024-05-27,20928997.27,16837966.57,19395624.89,0.1955,0.0733,2,0
XLF,BlackRock,2024-05-28,-46556359.56,-43800842.96,-48862120.34,-0.0592,-0.0495,1,0
XLF,BlackRock,2024-05-29,90905055.97,93189169.46,86824064.74,0.0251,0.0449,0,1
XLF,BlackRock,2024-06-03,34455767.79,33743770.89,30504933.13,0.0207,0.1147,0,1
XLF,BlackRock,2024-06-04,47200352.61,46458225.66,57187337.59,0.0157,0.2116,0,2
XLF,BlackRock,2024-06-05,4027612.07,7898607.59,7131307.85,0.9611,0.7706,1,1
XLF,BlackRock,2024-06-06,-105542195.58,-104367477.61,-112728946.04,-0.0111,-0.0681,1,1
XLF,BlackRock,2024-06-09,-36026958.25,-34626844.72,-34141063.75,-0.0389,-0.0523,1,1
XLF,BlackRock,2024-06-10,59665326.19,60851658.95,60991817.44,0.0199,0.0222,0,1
XLF,BlackRock,2024-06-12,30712782.2,34361771.91,28956276.4,0.1188,0.0572,1,1
XLF,BlackRock,2024-06-13,48925978.67,54096826.19,59198935.08,0.1057,0.21,3,2
XLF,BlackRock,2024-06-15,-89230089.92,-88618179.34,-92473838.62,-0.0069,-0.0364,0,1
XLF,BlackRock,2024-06-17,-39314030.75,-42175544.26,-34746463.83,-0.0728,-0.1162,1,1
XLF,BlackRock,2024-06-19,-88061090.09,-87014075.02,-87850076.49,-0.0119,-0.0024,0,1
XLF,BlackRock,2024-06-20,-21622707.0,-22310865.53,-21042035.73,-0.0318,-0.0269,1,1
XLF,BlackRock,2024-06-21,112956495.9,113275587.98,109420493.07,0.0028,0.0313,0,1
XLF,BlackRock,2024-06-22,7981193.95,8145382.57,6757995.59,0.0206,0.1533,0,2
XLF,BlackRock,2024-06-23,31132779.27,31336569.94,26351564.24,0.0065,0.1536,0,2
XLF,BlackRock,2024-06-25,-79327937.49,-83223009.37,-80975228.9,-0.0491,-0.0208,1,1
XLF,BlackRock,2024-06-26,30922135.53,32899831.46,31744696.19,0.064,0.0266,1,2
XLF,BlackRock,2024-06-28,25711054.95,26912095.03,22446238.99,0.0467,0.127,0,1
XLF,BlackRock,2024-06-30,-64167635.19,-55275426.28,-64891177.08,-0.1386,-0.0113,1,0
XLF,BlackRock,2024-07-01,65944353.16,62263575.94,72621051.43,0.0558,0.1012,1,1
XLF,BlackRock,2024-07-02,-122706111.34,-119556539.05,-122735823.71,-0.0257,-0.0002,1,1
XLF,BlackRock,2024-07-03,-59301531.89,-55912111.4,-63919475.44,-0.0572,-0.0779,1,0
XLF,BlackRock,2024-07-04,-79603734.29,-79047869.57,-73462935.07,-0.007,-0.0771,0,1
XLF,BlackRock,2024-07-05,34627490.36,34023788.41,29121038.63,0.0174,0.159,1,2
XLF,BlackRock,2024-07-06,8482602.21,8737688.28,9627305.05,0.0301,0.1349,0,3
XLF,BlackRock,2024-07-07,-62542802.08,-60226065.14,-62009449.11,-0.037,-0.0085,1,1
XLF,BlackRock,2024-07-08,100297498.73,100337103.46,104406629.23,0.0004,0.041,0,1
XLF,BlackRock,2024-07-12,15209415.85,15699760.34,18019964.85,0.0322,0.1848,1,3
XLF,BlackRock,2024-07-14,105092035.51,107698084.83,105767060.02,0.0248,0.0064,0,1
XLF,BlackRock,2024-07-17,-66590350.12,-65140371.31,-69707833.29,-0.0218,-0.0468,1,0
XLF,BlackRock,2024-07-18,27032459.94,32109353.12,25405341.78,0.1878,0.0602,3,2
XLF,BlackRock,2024-07-20,25853465.65,25806280.42,30932327.39,0.0018,0.1964,0,1
XLF,BlackRock,2024-07-22,138420400.31,140198810.02,134638114.46,0.0128,0.0273,0,1
XLF,BlackRock,2024-07-26,39039169.25,36666928.79,34674580.95,0.0608,0.1118,1,2
XLF,BlackRock,2024-07-27,-127273823.72,-128499350.02,-124804421.16,-0.0096,-0.0194,0,1
XLF,BlackRock,2024-07-28,-29347740.68,-28231874.0,-29674321.12,-0.038,-0.0111,1,1
XLF,BlackRock,2024-07-29,-72585623.24,-72195128.78,-72537804.78,-0.0054,-0.0007,1,1
XLF,BlackRock,2024-07-30,-44284651.47,-42536242.03,-48812261.88,-0.0395,-0.1022,1,0
XLF,BlackRock,2024-07-31,82094319.72,84927528.6,81136882.51,0.0345,0.0117,1,1
XLF,BlackRock,2024-08-01,-55786040.96,-51751299.3,-52156435.33,-0.0723,-0.0651,1,1
XLF,BlackRock,2024-08-03,-50677330.95,-50088618.74,-48883746.51,-0.0116,-0.0354,0,1
XLF,BlackRock,2024-08-04,20032273.67,16596813.8,19909140.4,0.1715,0.0061,1,0
XLF,BlackRock,2024-08-06,62015425.02,60678331.99,57013987.06,0.0216,0.0806,0,1
XLF,BlackRock,2024-08-07,1165436.5,4035379.21,4140352.58,2.4625,2.5526,1,1
XLF,BlackRock,2024-08-08,-67423212.4,-65921971.62,-65587687.41,-0.0223,-0.0272,1,1
XLF,BlackRock,2024-08-09,-125837017.5,-125835410.62,-121228509.85,-0.0,-0.0366,0,1
XLF,BlackRock,2024-08-10,50080503.81,47588910.94,48978044.95,0.0498,0.022,1,1
XLF,BlackRock,2024-08-11,26863883.57,25396500.95,30705278.08,0.0546,0.143,0,1
XLF,BlackRock,2024-08-16,6748179.16,6711278.71,13471990.52,0.0055,0.9964,0,2
XLF,BlackRock,2024-08-17,83548773.41,83062867.61,82586915.15,0.0058,0.0115,1,0
XLF,BlackRock,2024-08-18,16349477.66,18511017.65,11436555.11,0.1322,0.3005,1,2
XLF,BlackRock,2024-08-19,35147040.37,34994235.89,42283276.66,0.0043,0.203,1,2
XLF,BlackRock,2024-08-20,-21249479.74,-17131108.41,-22298123.82,-0.1938,-0.0493,1,0
XLF,BlackRock,2024-08-22,48966543.04,51208241.5,46077479.4,0.0458,0.059,0,1
XLF,BlackRock,2024-08-23,47658524.06,40569792.6,46418073.04,0.1487,0.026,2,0
XLF,BlackRock,2024-08-24,-19785192.36,-23247874.06,-22455746.35,-0.175,-0.135,0,1
XLF,BlackRock,2024-08-26,15164073.46,16279879.46,14242133.37,0.0736,0.0608,0,2
XLF,BlackRock,2024-08-28,-88388633.65,-87647710.36,-93489671.17,-0.0084,-0.0577,1,1
XLF,BlackRock,2024-09-01,48350695.31,47743569.21,49528279.29,0.0126,0.0244,1,1
XLF,BlackRock,2024-09-07,37237966.78,37894048.52,35082318.82,0.0176,0.0579,0,1
XLF,BlackRock,2024-09-08,-47586455.02,-48971364.4,-45150208.41,-0.0291,-0.0512,1,1
XLF,BlackRock,2024-09-10,96380147.93,96297489.96,93000445.72,0.0009,0.0351,0,1
XLF,BlackRock,2024-09-11,8639987.94,9676222.24,7111440.45,0.1199,0.1769,1,3
XLF,BlackRock,2024-09-12,110867553.12,106334325.75,113428132.72,0.0409,0.0231,1,1
XLF,BlackRock,2024-09-13,-90833387.93,-87882235.76,-87906985.89,-0.0325,-0.0322,1,1
XLF,BlackRock,2024-09-14,-60133401.61,-60576629.15,-61153370.64,-0.0074,-0.017,1,1
XLF,BlackRock,2024-09-15,1990619.14,4357296.63,6148400.44,1.1889,2.0887,1,2
XLF,BlackRock,2024-09-16,6794863.41,3086026.3,2293685.04,0.5458,0.6624,2,2
XLF,BlackRock,2024-09-21,17125688.67,17581523.71,22146788.39,0.0266,0.2932,0,2
XLF,BlackRock,2024-09-22,-93906.28,-2883812.84,-1365275.88,-29.7095,-13.5387,2,1
XLF,BlackRock,2024-09-24,-1247189.74,2956090.59,-2559786.08,-3.3702,-1.0524,1,0
XLF,BlackRock,2024-09-25,16901013.48,13021924.14,15553232.8,0.2295,0.0797,1,0
XLF,BlackRock,2024-09-26,110661157.32,111089664.23,114548137.26,0.0039,0.0351,1,0
XLF,BlackRock,2024-09-28,22535989.89,16842783.94,24119197.8,0.2526,0.0703,2,2
XLF,BlackRock,2024-09-29,-44257210.32,-41619268.33,-38882038.65,-0.0596,-0.1215,1,1
XLF,BlackRock,2024-10-05,-54671302.82,-52034336.7,-41763008.54,-0.0482,-0.2361,1,1
XLF,BlackRock,2024-10-07,4390007.09,6241968.9,5775123.45,0.4219,0.3155,1,1
XLF,BlackRock,2024-10-12,1873008.52,8405188.53,5241760.54,3.4875,1.7986,2,1
XLF,BlackRock,2024-10-13,12722578.18,7590452.92,13352373.05,0.4034,0.0495,3,2
XLF,BlackRock,2024-10-14,-83615427.01,-83011045.49,-75335316.08,-0.0072,-0.099,0,1
XLF,BlackRock,2024-10-15,110114085.58,108234011.22,108853494.61,0.0171,0.0114,1,1
XLF,BlackRock,2024-10-17,43126377.66,39671025.06,40919485.12,0.0801,0.0512,1,1
XLF,BlackRock,2024-10-18,82424143.84,81662107.99,85270692.86,0.0092,0.0345,1,1
XLF,BlackRock,2024-10-23,84104183.68,87765689.48,80787110.92,0.0435,0.0394,0,1
XLF,BlackRock,2024-10-24,-55905417.17,-53184424.31,-55785070.19,-0.0487,-0.0022,1,0
XLF,BlackRock,2024-10-25,7771881.96,12906654.29,7181641.91,0.6607,0.0759,2,2
XLF,BlackRock,2024-10-26,-123223250.55,-126998055.89,-122403589.84,-0.0306,-0.0067,0,1
XLF,BlackRock,2024-10-27,16206484.04,21676749.2,16081593.45,0.3375,0.0077,2,1
XLF,BlackRock,2024-10-28,-108326856.82,-105628167.42,-110519308.35,-0.0249,-0.0202,1,1
XLF,BlackRock,2024-10-29,16393580.85,18551283.19,13054447.33,0.1316,0.2037,1,2
XLF,BlackRock,2024-10-30,-16401520.65,-14201143.68,-15312936.16,-0.1342,-0.0664,1,1
XLF,BlackRock,2024-10-31,-39793539.36,-40213481.92,-36909297.54,-0.0106,-0.0725,0,1
XLF,BlackRock,2024-11-03,17459706.39,17699668.09,24473702.96,0.0137,0.4017,1,3
XLF,BlackRock,2024-11-04,30682937.19,36288915.65,29766918.39,0.1827,0.0299,1,0
XLF,BlackRock,2024-11-06,-69113838.89,-69140991.77,-69184016.79,-0.0004,-0.001,1,1
XLF,BlackRock,2024-11-07,2198691.68,11508524.39,4938577.1,4.2343,1.2461,2,1
XLF,BlackRock,2024-11-08,14778843.67,19447311.54,14591594.12,0.3159,0.0127,2,0
XLF,BlackRock,2024-11-09,-15910295.15,-17127747.76,-14171076.43,-0.0765,-0.1093,2,2
XLF,BlackRock,2024-11-12,4425178.17,7738372.11,4309553.32,0.7487,0.0261,2,2
XLF,BlackRock,2024-11-13,9125278.63,6377627.76,10157016.08,0.3011,0.1131,1,1
XLF,BlackRock,2024-11-14,87328547.25,86122899.29,89790126.9,0.0138,0.0282,1,1
XLF,BlackRock,2024-11-19,-83839945.74,-81005466.07,-83531664.86,-0.0338,-0.0037,1,1
XLF,BlackRock,2024-11-21,27710293.5,31249758.32,27341974.04,0.1277,0.0133,1,0
XLF,BlackRock,2024-11-24,47901444.76,50447781.92,51097930.67,0.0532,0.0667,0,1
XLF,BlackRock,2024-11-25,8835517.13,9009877.96,13638545.72,0.0197,0.5436,0,1
XLF,BlackRock,2024-11-26,78779256.09,79621251.35,78909808.72,0.0107,0.0017,0,1
XLF,BlackRock,2024-11-28,-79768652.29,-79267639.48,-79723188.74,-0.0063,-0.0006,0,1
XLF,BlackRock,2024-12-01,-103715837.71,-98436171.41,-105095291.02,-0.0509,-0.0133,1,0
XLF,BlackRock,2024-12-02,-58155018.43,-58247843.11,-47230760.61,-0.0016,-0.1878,0,1
XLF,BlackRock,2024-12-04,107439301.39,106755297.95,105159516.62,0.0064,0.0212,1,1
XLF,BlackRock,2024-12-07,-107651395.66,-106347335.54,-111802579.0,-0.0121,-0.0386,1,0
XLF,BlackRock,2024-12-11,105128493.66,105645886.55,104645273.98,0.0049,0.0046,0,1
XLF,BlackRock,2024-12-12,6087838.31,8872022.67,11960042.57,0.4573,0.9646,1,2
XLF,BlackRock,2024-12-13,20285784.79,23923618.14,20556075.07,0.1793,0.0133,1,0
XLF,BlackRock,2024-12-14,-92869545.69,-94828534.83,-88227998.74,-0.0211,-0.05,0,1
XLF,BlackRock,2024-12-15,119734094.44,121037780.3,118866347.68,0.0109,0.0072,1,1
XLF,BlackRock,2024-12-16,7823441.09,8585446.68,5343272.34,0.0974,0.317,0,1
XLF,BlackRock,2024-12-18,-57889562.53,-59954100.64,-48450240.04,-0.0357,-0.1631,0,1
XLF,BlackRock,2024-12-20,73563101.34,75709954.1,72666777.8,0.0292,0.0122,1,1
XLF,BlackRock,2024-12-21,-34882545.25,-30825748.36,-27116823.7,-0.1163,-0.2226,0,1
XLF,BlackRock,2024-12-22,77787244.82,86494808.56,78305391.83,0.1119,0.0067,2,1
XLF,BlackRock,2024-12-23,42506023.26,40810652.66,47901381.27,0.0399,0.1269,1,2
XLF,BlackRock,2024-12-24,15446752.52,18234422.96,12915222.67,0.1805,0.1639,1,2
XLF,BlackRock,2024-12-25,71718776.7,73073936.01,83529140.25,0.0189,0.1647,0,3
XLF,BlackRock,2024-12-27,-100398886.58,-96481927.46,-100408891.57,-0.039,-0.0001,1,0
XLF,BlackRock,2024-12-28,3276651.8,1298315.5,1195036.65,0.6038,0.6353,1,1
XLF,BlackRock,2024-12-30,83458600.42,81838398.77,83582399.14,0.0194,0.0015,1,1
XLF,Charles Schwab,2024-01-02,156286251.93,155872817.41,155695608.61,0.0026,0.0038,1,1
XLF,Charles Schwab,2024-01-03,-14147379.22,-10201778.23,-14423312.69,-0.2789,-0.0195,1,0
XLF,Charles Schwab,2024-01-07,21491435.98,25189006.0,22065217.53,0.172,0.0267,2,0
XLF,Charles Schwab,2024-01-11,5923388.84,11378052.09,4826035.2,0.9209,0.1853,1,1
XLF,Charles Schwab,2024-01-12,23059256.95,20939811.04,15263200.44,0.0919,0.3381,0,1
XLF,Charles Schwab,2024-01-14,104218667.18,104425460.15,103039214.3,0.002,0.0113,1,1
XLF,Charles Schwab,2024-01-15,166500891.74,164215691.08,165976660.87,0.0137,0.0031,1,1
XLF,Charles Schwab,2024-01-19,24129994.36,21060746.5,23090770.46,0.1272,0.0431,1,0
XLF,Charles Schwab,2024-01-23,86423597.38,86340996.39,82876336.97,0.001,0.041,0,1
XLF,Charles Schwab,2024-01-24,13280597.21,15613648.29,13342916.74,0.1757,0.0047,1,0
XLF,Charles Schwab,2024-01-25,7477796.85,4629198.93,8039619.39,0.3809,0.0751,1,0
XLF,Charles Schwab,2024-01-27,5012004.23,8753815.65,2441905.3,0.7466,0.5128,1,1
XLF,Charles Schwab,2024-01-28,-163714202.88,-161262407.65,-166119846.05,-0.015,-0.0147,1,1
XLF,Charles Schwab,2024-01-29,19306293.76,21934836.2,21702560.16,0.1361,0.1241,1,1
XLF,Charles Schwab,2024-01-31,-108431790.84,-111268874.21,-102362689.57,-0.0262,-0.056,0,1
XLF,Charles Schwab,2024-02-03,81151842.49,74166015.79,78111523.39,0.0861,0.0375,1,0
XLF,Charles Schwab,2024-02-04,-68899563.34,-67842592.91,-69933784.11,-0.0153,-0.015,1,0
XLF,Charles Schwab,2024-02-06,98972747.23,100005521.45,101382324.34,0.0104,0.0243,1,1
XLF,Charles Schwab,2024-02-07,-128196510.5,-125705493.61,-121560411.47,-0.0194,-0.0518,0,1
XLF,Charles Schwab,2024-02-13,40369979.59,41088007.23,41013403.72,0.0178,0.0159,0,1
XLF,Charles Schwab,2024-02-17,95724684.25,97206223.41,95256435.22,0.0155,0.0049,1,1
XLF,Charles Schwab,2024-02-18,24942422.93,33045857.56,29165374.18,0.3249,0.1693,1,1
XLF,Charles Schwab,2024-02-21,141051007.51,140939656.27,139678131.61,0.0008,0.0097,0,1
XLF,Charles Schwab,2024-02-23,26469671.01,29023527.12,29979254.54,0.0965,0.1326,0,1
XLF,Charles Schwab,2024-02-24,-75647024.37,-72060881.23,-73094838.88,-0.0474,-0.0337,1,0
XLF,Charles Schwab,2024-02-25,-111382739.61,-113386808.76,-108417441.17,-0.018,-0.0266,1,1
XLF,Charles Schwab,2024-02-27,26994970.25,31046274.78,25962012.72,0.1501,0.0383,1,0
XLF,Charles Schwab,2024-03-02,-112662706.18,-116833239.11,-109207007.46,-0.037,-0.0307,0,1
XLF,Charles Schwab,2024-03-06,123649713.79,122474558.81,124658580.94,0.0095,0.0082,1,1
XLF,Charles Schwab,2024-03-07,32781584.9,32820522.49,36725029.62,0.0012,0.1203,0,1
XLF,Charles Schwab,2024-03-09,-36931320.06,-34851393.76,-36784848.84,-0.0563,-0.004,1,0
XLF,Charles Schwab,2024-03-13,108327920.22,109642616.63,107881737.77,0.0121,0.0041,0,1
XLF,Charles Schwab,2024-03-14,10175543.88,11772743.8,9958863.83,0.157,0.0213,3,1
XLF,Charles Schwab,2024-03-15,3362322.85,5226791.67,5818170.92,0.5545,0.7304,1,1
XLF,Charles Schwab,2024-03-18,-125590903.24,-123354271.83,-122173373.08,-0.0178,-0.0272,1,1
XLF,Charles Schwab,2024-03-21,81558730.5,80549569.64,82779375.08,0.0124,0.015,1,1
XLF,Charles Schwab,2024-03-23,-43974781.73,-43708936.14,-45760954.04,-0.006,-0.0406,1,1
XLF,Charles Schwab,2024-03-24,-3673106.35,-1914745.19,-1499639.75,-0.4787,-0.5917,1,1
XLF,Charles Schwab,2024-03-25,7052884.78,9476982.37,3402168.15,0.3437,0.5176,1,1
XLF,Charles Schwab,2024-03-26,-162679445.24,-164498376.78,-160471183.91,-0.0112,-0.0136,0,1
XLF,Charles Schwab,2024-03-27,24429492.79,23015673.26,22270586.26,0.0579,0.0884,1,1
XLF,Charles Schwab,2024-03-31,-76701210.12,-76853438.52,-76790930.43,-0.002,-0.0012,1,1
XLF,Charles Schwab,2024-04-01,9050865.21,12938237.32,7451817.71,0.4295,0.1767,1,1
XLF,Charles Schwab,2024-04-02,13687522.93,15044114.2,16998862.25,0.0991,0.2419,0,1
XLF,Charles Schwab,2024-04-03,-100804244.9,-100954463.82,-98765554.71,-0.0015,-0.0202,0,1
XLF,Charles Schwab,2024-04-12,119594580.53,118994633.38,117589986.56,0.005,0.0168,0,1
XLF,Charles Schwab,2024-04-14,125824363.01,124561853.23,125658115.92,0.01,0.0013,0,1
XLF,Charles Schwab,2024-04-20,100983291.53,105094266.4,105578348.96,0.0407,0.0455,1,1
XLF,Charles Schwab,2024-04-21,-66720869.07,-66660857.26,-64711722.94,-0.0009,-0.0301,0,1
XLF,Charles Schwab,2024-05-01,71821873.14,71596899.4,71250036.46,0.0031,0.008,1,1
XLF,Charles Schwab,2024-05-03,53270102.6,55515510.83,48513838.66,0.0422,0.0893,1,1
XLF,Charles Schwab,2024-05-05,168004908.07,167604933.31,172068790.6,0.0024,0.0242,1,1
XLF,Charles Schwab,2024-05-06,-145261418.85,-141175165.62,-147962916.24,-0.0281,-0.0186,1,0
XLF,Charles Schwab,2024-05-07,11460532.82,6754193.96,13465661.12,0.4107,0.175,2,1
XLF,Charles Schwab,2024-05-08,26307474.87,30584289.34,27124044.44,0.1626,0.031,2,1
XLF,Charles Schwab,2024-05-16,-75849520.55,-78012569.29,-75895503.49,-0.0285,-0.0006,0,1
XLF,Charles Schwab,2024-05-21,11088243.81,11287166.83,12764856.6,0.0179,0.1512,0,3
XLF,Charles Schwab,2024-05-22,84830606.99,82738519.09,93671012.49,0.0247,0.1042,1,1
XLF,Charles Schwab,2024-05-23,-13560771.34,-9152207.25,-15762657.59,-0.3251,-0.1624,2,2
XLF,Charles Schwab,2024-05-30,-84743363.58,-83088830.73,-87439951.27,-0.0195,-0.0318,1,0
XLF,Charles Schwab,2024-05-31,-12112449.89,-16105710.35,-9222175.05,-0.3297,-0.2386,2,1
XLF,Charles Schwab,2024-06-03,-33641374.86,-34211223.92,-35150514.77,-0.0169,-0.0449,0,2
XLF,Charles Schwab,2024-06-04,24019834.56,22832753.83,24621118.51,0.0494,0.025,1,0
XLF,Charles Schwab,2024-06-05,12245492.87,11771430.66,10478695.41,0.0387,0.1443,0,1
XLF,Charles Schwab,2024-06-06,-138509868.3,-136434314.22,-137494517.76,-0.015,-0.0073,1,1
XLF,Charles Schwab,2024-06-07,-85081396.18,-86344865.4,-83626778.28,-0.0149,-0.0171,1,1
XLF,Charles Schwab,2024-06-09,24853724.2,22233004.67,24043737.09,0.1054,0.0326,1,0
XLF,Charles Schwab,2024-06-10,71604169.06,71265531.59,68266126.9,0.0047,0.0466,0,1
XLF,Charles Schwab,2024-06-12,-119736044.47,-118855392.16,-118584790.82,-0.0074,-0.0096,1,1
XLF,Charles Schwab,2024-06-14,156747234.67,155954761.17,159839551.84,0.0051,0.0197,1,0
XLF,Charles Schwab,2024-06-15,43823166.92,43659282.01,43465792.07,0.0037,0.0082,1,1
XLF,Charles Schwab,2024-06-18,-130620123.15,-126600930.9,-129201477.69,-0.0308,-0.0109,1,1
XLF,Charles Schwab,2024-06-21,173554696.59,174405475.02,174045264.36,0.0049,0.0028,1,1
XLF,Charles Schwab,2024-06-23,19654513.86,15849737.41,17023431.93,0.1936,0.1339,1,1
XLF,Charles Schwab,2024-06-25,-128683584.15,-128456204.35,-127043682.36,-0.0018,-0.0127,1,1
XLF,Charles Schwab,2024-06-26,100415556.96,102189437.59,102388124.03,0.0177,0.0196,0,1
XLF,Charles Schwab,2024-06-27,23923305.64,28392585.54,16778315.63,0.1868,0.2987,1,2
XLF,Charles Schwab,2024-07-03,-99415761.92,-98755170.58,-98863698.56,-0.0066,-0.0056,1,1
XLF,Charles Schwab,2024-07-04,-179055860.39,-181307234.46,-178770193.72,-0.0126,-0.0016,0,1
XLF,Charles Schwab,2024-07-09,-36473760.92,-34754332.0,-34020529.87,-0.0471,-0.0673,0,1
XLF,Charles Schwab,2024-07-10,-116793354.24,-116014150.78,-110920062.68,-0.0067,-0.0503,1,0
XLF,Charles Schwab,2024-07-11,5119198.67,7214668.4,7116365.04,0.4093,0.3901,2,3
XLF,Charles Schwab,2024-07-15,35445102.11,34265245.93,38898297.72,0.0333,0.0974,1,2
XLF,Charles Schwab,2024-07-16,-58716818.34,-57719628.49,-56571351.48,-0.017,-0.0365,0,1
